Age,Pos.,Status,Waiver Options,Base Salary,Signing Bonus,Adj. Salary,Payroll %,Lux. Tax Salary,Team,Tm,Year,Incentives,Player,Salary
34,SP,Vet,,"$35,000,000",-,"$23,571,429",25.0,35000000,WSN,Washington Nationals,2023,,Stephen Strasburg,35000000
26,CF,Arb 2,1.0,"$2,325,000",-,"$2,325,000",2.47,2325000,WSN,Washington Nationals,2023,,Victor Robles,2325000
31,RP,Arb 3,,"$2,250,000",-,"$2,250,000",2.39,2250000,WSN,Washington Nationals,2023,,C.J. Edwards,2250000
30,RP,Arb 2 (S2),0.0,"$1,500,000",-,"$1,500,000",1.59,1500000,WSN,Washington Nationals,2023,,Tanner Rainey,1500000
28,RP,Arb 1,1.0,"$925,000",-,"$925,000",0.98,925000,WSN,Washington Nationals,2023,,Victor Arano,925000
28,RP,Arb 1,1.0,"$870,000",-,"$870,000",0.92,870000,WSN,Washington Nationals,2023,,Hunter Harvey,870000
24,SP,Pre-Arb,3.0,"$720,200",-,"$720,200",0.76,720200,WSN,Washington Nationals,2023,,Cade Cavalli,720200
23,C,Pre-Arb,3.0,"$720,200",-,"$720,200",0.76,720200,WSN,Washington Nationals,2023,,Israel Pineda,720200
26,RP,Pre-Arb,3.0,"$720,000",-,"$720,000",0.76,720000,WSN,Washington Nationals,2023,,Thad Ward,720000
36,RP,Pre-Arb,2.0,"$720,000",-,"$313,551",0.33,313551,WSN,Washington Nationals,2023,,Paolo Espino,720000
33,SP,Vet,,"$24,000,000","$416,666","$24,416,666",25.9,23333333,WSN,Washington Nationals,2023,,Patrick Corbin,24416666
31,SP,Vet,,"$6,000,000",-,"$6,000,000",6.36,6500000,WSN,Washington Nationals,2023,,Trevor Williams,6000000
29,3B,Arb 3,,"$5,000,000",-,"$5,000,000",5.3,5000000,WSN,Washington Nationals,2023,,Jeimer Candelario,5000000
31,RP/CL,Arb 1,3.0,"$2,325,000",-,"$2,325,000",2.47,2325000,WSN,Washington Nationals,2023,,Kyle Finnegan,2325000
34,LF,Vet,,"$2,250,000",-,"$2,250,000",2.39,2250000,WSN,Washington Nationals,2023,,Corey Dickerson,2250000
27,RF,Arb 1,1.0,"$2,200,000",-,"$2,200,000",2.33,2200000,WSN,Washington Nationals,2023,,Lane Thomas,2200000
28,1B,,1.0,"$2,000,000",-,"$2,000,000",2.12,2000000,WSN,Washington Nationals,2023,,Dominic Smith,2000000
24,C,Vet,1.0,"$1,000,000","$375,000","$1,375,000",1.46,6250000,WSN,Washington Nationals,2023,,Keibert Ruiz,1375000
27,2B,Arb 1,1.0,"$1,000,000",-,"$1,000,000",1.06,1000000,WSN,Washington Nationals,2023,,Michael Chavis,1000000
31,2B,Arb 1,0.0,"$975,000",-,"$975,000",1.03,975000,WSN,Washington Nationals,2023,,Ildemaro Vargas,975000
23,2B,Pre-Arb,1.0,"$730,000",-,"$730,000",0.77,730000,WSN,Washington Nationals,2023,,Luis Garcia,730000
25,SP,Pre-Arb,3.0,"$730,000",-,"$730,000",0.77,730000,WSN,Washington Nationals,2023,,Josiah Gray,730000
27,C,Pre-Arb,1.0,"$728,800",-,"$728,800",0.77,728800,WSN,Washington Nationals,2023,,Riley Adams,728800
25,RP,Pre-Arb,1.0,"$724,400",-,"$724,400",0.77,724400,WSN,Washington Nationals,2023,,Mason Thompson,724400
22,SS,Pre-Arb,2.0,"$724,200",-,"$724,200",0.77,724200,WSN,Washington Nationals,2023,,CJ Abrams,724200
24,SP,Pre-Arb,3.0,"$723,300",-,"$723,300",0.77,723300,WSN,Washington Nationals,2023,,MacKenzie Gore,723300
31,1B,Pre-Arb,3.0,"$723,300",-,"$723,300",0.77,723300,WSN,Washington Nationals,2023,,Joey Meneses,723300
27,LF,Pre-Arb,3.0,"$720,000",-,"$704,516",0.75,704516,WSN,Washington Nationals,2023,,Stone Garrett,720000
28,LF,Pre-Arb,3.0,"$721,800",-,"$648,127",0.69,648127,WSN,Washington Nationals,2023,,Alex Call,721800
26,SP,Pre-Arb,3.0,"$720,000",-,"$584,521",0.62,584521,WSN,Washington Nationals,2023,,Jake Irvin,720000
27,SP,Pre-Arb,1.0,"$720,000",-,"$460,649",0.49,460649,WSN,Washington Nationals,2023,,Cory Abbott,720000
30,RP,Pre-Arb,1.0,"$720,000",-,"$460,649",0.49,460649,WSN,Washington Nationals,2023,,Jordan Weems,720000
30,RP,Pre-Arb,0.0,"$720,000",-,"$402,584",0.43,402584,WSN,Washington Nationals,2023,,Andres Machado,720000
23,RP,Pre-Arb,3.0,"$720,000",-,"$356,132",0.38,356132,WSN,Washington Nationals,2023,,Jose Ferrer,720000
25,RP,Pre-Arb,3.0,"$720,000",-,"$356,132",0.38,356132,WSN,Washington Nationals,2023,,Joe LaSorsa,720000
29,RP,Pre-Arb,2.0,"$720,000",-,"$286,454",0.3,286454,WSN,Washington Nationals,2023,,Rico Garcia,720000
36,SP,Vet,,"$20,000,000",-,"$20,000,000",9.4,20000000,TOR,Toronto Blue Jays,2023,,Hyun-Jin Ryu,20000000
30,RP/CL,Arb 1,2.0,"$4,537,500",-,"$4,537,500",2.13,4537500,TOR,Toronto Blue Jays,2023,,Jordan Romano,4537500
32,RP,Arb 3 (S2),3.0,"$3,150,000",-,"$3,150,000",1.48,3150000,TOR,Toronto Blue Jays,2023,,Adam Cimber,3150000
32,RP,Vet,,"$2,250,000",-,"$2,250,000",1.06,4250000,TOR,Toronto Blue Jays,2023,,Chad Green,2250000
33,RF,Vet,,"$22,500,000","$1,666,667","$24,166,666",11.36,25000000,TOR,Toronto Blue Jays,2023,,George Springer,24166666
32,SP,Vet,,"$21,000,000",-,"$21,000,000",9.87,22000000,TOR,Toronto Blue Jays,2023,,Kevin Gausman,21000000
34,SP,Vet,,"$18,000,000","$1,000,000","$19,000,000",8.93,21000000,TOR,Toronto Blue Jays,2023,,Chris Bassitt,19000000
29,SP,Vet,,"$15,000,000","$714,286","$15,714,285",7.39,18714286,TOR,Toronto Blue Jays,2023,,Jose Berrios,15714285
24,1B,Arb 2 (S2),3.0,"$14,500,000",-,"$14,500,000",6.82,14500000,TOR,Toronto Blue Jays,2023,,Vladimir Guerrero Jr.,14500000
30,3B,Arb 3,,"$12,000,000","$500,000","$12,500,000",5.88,12500000,TOR,Toronto Blue Jays,2023,,Matt Chapman,12500000
32,SP,Vet,3.0,"$10,000,000",-,"$10,000,000",4.7,12000000,TOR,Toronto Blue Jays,2023,,Yusei Kikuchi,10000000
35,1B,Vet,,"$9,300,000",-,"$9,300,000",4.37,9300000,TOR,Toronto Blue Jays,2023,,Brandon Belt,9300000
33,CF,Vet,,"$9,000,000",-,"$9,000,000",4.23,9000000,TOR,Toronto Blue Jays,2023,,Kevin Kiermaier,9000000
34,2B,Vet,,"$6,750,000",-,"$6,750,000",3.17,8812000,TOR,Toronto Blue Jays,2023,,Whit Merrifield,6750000
32,RP,Vet,,"$5,000,000","$500,000","$5,500,000",2.59,5500000,TOR,Toronto Blue Jays,2023,,Yimi Garcia,5500000
25,SS,Vet,3.0,"$2,850,000","$1,083,333","$3,933,333",1.85,11200000,TOR,Toronto Blue Jays,2023,,Bo Bichette,3933333
28,C,Arb 2,2.0,"$3,500,000",-,"$3,500,000",1.65,3500000,TOR,Toronto Blue Jays,2023,,Danny Jansen,3500000
26,LF,Arb 1 (S2),2.0,"$3,050,000",-,"$3,050,000",1.43,3050000,TOR,Toronto Blue Jays,2023,,Daulton Varsho,3050000
28,2B,Arb 2 (S2),3.0,"$2,800,000",-,"$2,800,000",1.32,2800000,TOR,Toronto Blue Jays,2023,,Cavan Biggio,2800000
28,3B,Arb 1 (S2),2.0,"$2,100,000",-,"$2,100,000",0.99,2100000,TOR,Toronto Blue Jays,2023,,Santiago Espinal,2100000
31,RP,Arb 2 (S2),2.0,"$2,100,000",-,"$2,100,000",0.99,2100000,TOR,Toronto Blue Jays,2023,,Tim Mayza,2100000
35,RP,Pre-Arb,1.0,"$1,500,000",-,"$1,500,000",0.71,1500000,TOR,Toronto Blue Jays,2023,,Jay Jackson,1500000
30,RP,Arb 2,0.0,"$1,500,000",-,"$1,500,000",0.71,1500000,TOR,Toronto Blue Jays,2023,,Trevor Richards,1500000
29,RF,,1.0,"$1,400,000",-,"$1,347,333",0.63,1347333,TOR,Toronto Blue Jays,2023,,Jordan Luplow,1400000
29,RP,Arb 1,1.0,"$1,250,000",-,"$1,250,000",0.59,1250000,TOR,Toronto Blue Jays,2023,,Erik Swanson,1250000
24,C,Pre-Arb,3.0,"$767,300",-,"$767,300",0.36,767300,TOR,Toronto Blue Jays,2023,,Alejandro Kirk,767300
28,RP,Pre-Arb,0.0,"$743,000",-,"$743,000",0.35,743000,TOR,Toronto Blue Jays,2023,,Mitchell White,743000
25,SP,Pre-Arb,3.0,"$745,660",-,"$621,395",0.29,621395,TOR,Toronto Blue Jays,2023,,Alek Manoah,745660
26,RP,Pre-Arb,2.0,"$720,000",-,"$596,134",0.28,596134,TOR,Toronto Blue Jays,2023,,Nate Pearson,720000
26,RP,Arb 1,1.0,"$950,000",-,"$367,776",0.17,367776,TOR,Toronto Blue Jays,2023,,Genesis Cabrera,950000
29,SS,Vet,,"$35,000,000","$500,000","$35,500,000",14.68,32500000,TEX,Texas Rangers,2023,,Corey Seager,35500000
35,SP,Vet,,"$30,000,000",-,"$30,000,000",12.41,37000000,TEX,Texas Rangers,2023,,Jacob deGrom,30000000
33,RP,Vet,,"$12,500,000",-,"$2,500,000",1.03,2500000,TEX,Texas Rangers,2023,,Jake Odorizzi,12500000
28,RP,Arb 2 (S2),1.0,"$1,275,000",-,"$1,275,000",0.53,1275000,TEX,Texas Rangers,2023,,Brett Martin,1275000
28,C,Pre-Arb,2.0,"$745,660",-,"$745,660",0.31,745660,TEX,Texas Rangers,2023,,Jonah Heim,745660
38,SP,Vet,,"$43,333,333",-,"$43,333,333",17.93,0,TEX,Texas Rangers,2023,,Max Scherzer,43333333
32,2B,Vet,,"$26,000,000",-,"$26,000,000",10.76,25000000,TEX,Texas Rangers,2023,,Marcus Semien,26000000
32,SP,Vet,,"$19,650,000",-,"$19,650,000",8.13,19650000,TEX,Texas Rangers,2023,,Martin Perez,19650000
33,SP,Vet,,"$16,000,000","$1,000,000","$17,100,000",7.07,17000000,TEX,Texas Rangers,2023,,Nathan Eovaldi,17100000
31,SP,Vet,,"$15,000,000",-,"$15,000,000",6.2,14000000,TEX,Texas Rangers,2023,,Jon Gray,15000000
32,SP,Vet,,"$12,000,000",-,"$12,000,000",4.96,12500000,TEX,Texas Rangers,2023,,Andrew Heaney,12000000
29,RP,Vet,,"$6,000,000",-,"$6,000,000",2.48,6000000,TEX,Texas Rangers,2023,,Jose Leclerc,6000000
27,1B,Arb 1 (S2),1.0,"$4,050,000",-,"$4,050,000",1.68,4050000,TEX,Texas Rangers,2023,,Nate Lowe,4050000
33,2B,Vet,,"$4,000,000",-,"$4,000,000",1.65,5000000,TEX,Texas Rangers,2023,,Brad Miller,4000000
32,C,Arb 3,,"$3,900,000",-,"$3,900,000",1.61,3900000,TEX,Texas Rangers,2023,,Mitch Garver,3900000
33,RF,Vet,,"$2,000,000",-,"$2,000,000",0.83,2000000,TEX,Texas Rangers,2023,,Robbie Grossman,2000000
35,RP,Vet,,"$3,750,000",-,"$1,874,973",0.78,1874973,TEX,Texas Rangers,2023,,Aroldis Chapman,3750000
33,RP/CL,Vet,,"$1,500,000",-,"$1,500,000",0.62,1500000,TEX,Texas Rangers,2023,,Will Smith,1500000
32,LF,,,"$1,250,000",-,"$1,250,000",0.52,1250000,TEX,Texas Rangers,2023,,Travis Jankowski,1250000
30,RF,Pre-Arb,1.0,"$747,760",-,"$747,760",0.31,747760,TEX,Texas Rangers,2023,,Adolis Garcia,747760
26,RP,Pre-Arb,1.0,"$742,840",-,"$742,840",0.31,742840,TEX,Texas Rangers,2023,,Brock Burke,742840
28,SP,Pre-Arb,2.0,"$742,840",-,"$742,840",0.31,742840,TEX,Texas Rangers,2023,,Dane Dunning,742840
29,RP,Pre-Arb,0.0,"$733,450",-,"$733,450",0.3,733450,TEX,Texas Rangers,2023,,Josh Sborz,733450
24,CF,Pre-Arb,0.0,"$733,445",-,"$733,445",0.3,733445,TEX,Texas Rangers,2023,,Leodys Taveras,733445
25,SS,Pre-Arb,3.0,"$727,095",-,"$727,095",0.3,727095,TEX,Texas Rangers,2023,,Josh H. Smith,727095
24,2B,Pre-Arb,2.0,"$724,170",-,"$724,170",0.3,724170,TEX,Texas Rangers,2023,,Ezequiel Duran,724170
25,3B,Pre-Arb,3.0,"$721,485",-,"$721,485",0.3,721485,TEX,Texas Rangers,2023,,Josh Jung,721485
26,SP,Pre-Arb,1.0,"$733,455",-,"$555,963",0.23,555963,TEX,Texas Rangers,2023,,Spencer Howard,733455
25,OF,Pre-Arb,3.0,"$724,305",-,"$506,220",0.21,506220,TEX,Texas Rangers,2023,,Bubba Thompson,724305
25,SP,Pre-Arb,3.0,"$720,000",-,"$437,423",0.18,437423,TEX,Texas Rangers,2023,,Cody Bradford,720000
25,RP,Pre-Arb,1.0,"$720,000",-,"$375,487",0.16,375487,TEX,Texas Rangers,2023,,Yerry Rodriguez,720000
25,C,Pre-Arb,1.0,"$720,000",-,"$367,745",0.15,367745,TEX,Texas Rangers,2023,,Sam Huff,720000
30,SP,Vet,3,"$4,000,000",-,"$4,000,000",5.22,7750000,TBR,Tampa Bay Rays,2023,,Jeffrey Springs,4000000
27,C,Arb 2,1,"$2,155,000",-,"$2,155,000",2.81,2155000,TBR,Tampa Bay Rays,2023,,Francisco Mejia,2155000
33,RP,Arb 2,1,"$2,075,000",-,"$2,075,000",2.71,2075000,TBR,Tampa Bay Rays,2023,,Andrew Kittredge,2075000
27,SP,Pre-Arb,2,"$739,700",-,"$739,700",0.97,739700,TBR,Tampa Bay Rays,2023,,Drew Rasmussen,739700
26,SS,Pre-Arb,2,"$727,600",-,"$727,600",0.95,727600,TBR,Tampa Bay Rays,2023,,Taylor Walls,727600
27,SP,Pre-Arb,1,"$727,000",-,"$727,000",0.95,727000,TBR,Tampa Bay Rays,2023,,Josh Fleming,727000
29,RP,Pre-Arb,0,"$725,100",-,"$725,100",0.95,725100,TBR,Tampa Bay Rays,2023,,Garrett Cleavinger,725100
24,SP,Pre-Arb,3,"$723,600",-,"$723,600",0.94,723600,TBR,Tampa Bay Rays,2023,,Shane Baz,723600
29,SP,Vet,,"$11,000,000",-,"$11,000,000",14.35,13333333,TBR,Tampa Bay Rays,2023,,Zach Eflin,11000000
28,RF,Vet,,"$7,000,000",-,"$7,000,000",9.13,9500000,TBR,Tampa Bay Rays,2023,,Manuel Margot,7000000
31,1B,Vet,1.0,"$6,000,000",-,"$6,000,000",7.83,8000000,TBR,Tampa Bay Rays,2023,,Yandy Diaz,6000000
29,SP,Vet,,"$5,350,000",-,"$5,350,000",6.98,15175000,TBR,Tampa Bay Rays,2023,,Tyler Glasnow,5350000
28,2B,Vet,3.0,"$5,250,000",-,"$5,250,000",6.85,4000000,TBR,Tampa Bay Rays,2023,,Brandon Lowe,5250000
28,LF,Arb 1 (S2),2.0,"$4,150,000",-,"$4,150,000",5.41,4150000,TBR,Tampa Bay Rays,2023,,Randy Arozarena,4150000
29,RP/CL,Vet,2.0,"$3,666,666",-,"$3,666,666",4.78,4000000,TBR,Tampa Bay Rays,2023,,Pete Fairbanks,3666666
22,SS,Vet,3.0,"$2,000,000","$454,545","$2,454,545",3.2,16545455,TBR,Tampa Bay Rays,2023,,Wander Franco,2454545
28,RF,Arb 2 (S2),0.0,"$2,200,000",-,"$2,200,000",2.87,2200000,TBR,Tampa Bay Rays,2023,,Harold Ramirez,2200000
31,RP,Arb 1 (S2),1.0,"$1,775,000",-,"$1,775,000",2.32,1775000,TBR,Tampa Bay Rays,2023,,Jason Adam,1775000
31,C,Arb 1,0.0,"$1,350,000",-,"$1,350,000",1.76,1350000,TBR,Tampa Bay Rays,2023,,Christian Bethancourt,1350000
32,RP,Arb 2,0.0,"$1,200,000",-,"$1,200,000",1.57,1200000,TBR,Tampa Bay Rays,2023,,Shawn Armstrong,1200000
29,RP,Arb 1,3.0,"$1,175,000",-,"$1,175,000",1.53,1175000,TBR,Tampa Bay Rays,2023,,Colin Poche,1175000
30,RP,Arb 3,,"$1,750,000",-,"$1,138,489",1.49,1138489,TBR,Tampa Bay Rays,2023,,Robert Stephenson,1750000
26,SP,Pre-Arb,2.0,"$737,000",-,"$737,000",0.96,737000,TBR,Tampa Bay Rays,2023,,Shane McClanahan,737000
24,3B,Pre-Arb,0.0,"$735,000",-,"$735,000",0.96,735000,TBR,Tampa Bay Rays,2023,,Isaac Paredes,735000
27,CF,Pre-Arb,0.0,"$731,600",-,"$731,600",0.95,731600,TBR,Tampa Bay Rays,2023,,Jose Siri,731600
25,RF,Pre-Arb,1.0,"$723,200",-,"$723,200",0.94,723200,TBR,Tampa Bay Rays,2023,,Josh Lowe,723200
28,CF,Pre-Arb,0.0,"$722,300",-,"$722,300",0.94,722300,TBR,Tampa Bay Rays,2023,,Luke Raley,722300
25,RP,Pre-Arb,3.0,"$720,000",-,"$720,000",0.94,720000,TBR,Tampa Bay Rays,2023,,Kevin Kelly,720000
22,SP,Pre-Arb,3.0,"$720,000",-,"$565,166",0.74,565166,TBR,Tampa Bay Rays,2023,,Taj Bradley,720000
36,RP,Vet,,"$720,000",-,"$557,424",0.73,557424,TBR,Tampa Bay Rays,2023,,Jake Diekman,720000
27,RP,Vet,0.0,"$720,000",-,"$549,682",0.72,549682,TBR,Tampa Bay Rays,2023,,Zack Littell,720000
27,RP,Pre-Arb,2.0,"$721,500",-,"$539,181",0.7,539181,TBR,Tampa Bay Rays,2023,,Calvin Faucher,721500
25,2B,Pre-Arb,0.0,"$720,000",-,"$452,907",0.59,452907,TBR,Tampa Bay Rays,2023,,Vidal Brujan,720000
26,C,Pre-Arb,2.0,"$720,000",-,"$278,712",0.36,278712,TBR,Tampa Bay Rays,2023,,Rene Pinto,720000
28,SS,Arb 1,3,"$4,200,000",-,"$4,200,000",2.62,4200000,STL,St. Louis Cardinals,2023,,Tommy Edman,4200000
28,RP/CL,Arb 1,2,"$2,150,000",-,"$2,150,000",1.34,2150000,STL,St. Louis Cardinals,2023,,Ryan Helsley,2150000
27,RP,Pre-Arb,1,"$728,750",-,"$728,750",0.45,728750,STL,St. Louis Cardinals,2023,,Packy Naughton,728750
26,SP,Pre-Arb,1,"$739,800",-,"$727,791",0.45,727791,STL,St. Louis Cardinals,2023,,Jake Woodford,739800
33,RP,Pre-Arb,3,"$720,400",-,"$720,400",0.45,720400,STL,St. Louis Cardinals,2023,,Wilking Rodriguez,720400
35,1B,Vet,,"$22,000,000","$4,000,000","$26,000,000",16.2,26000000,STL,St. Louis Cardinals,2023,,Paul Goldschmidt,26000000
34,SP,Vet,,"$18,750,000","$1,666,666","$20,416,666",12.72,18583333,STL,St. Louis Cardinals,2023,,Miles Mikolas,20416666
41,SP,Vet,,"$17,500,000",-,"$18,500,000",11.53,17500000,STL,St. Louis Cardinals,2023,,Adam Wainwright,18500000
32,3B,Vet,,"$35,000,000",-,"$13,000,000",8.1,14555555,STL,St. Louis Cardinals,2023,,Nolan Arenado,35025000
32,SP,Vet,,"$10,000,000","$500,000","$10,500,000",6.54,11000000,STL,St. Louis Cardinals,2023,,Steven Matz,10500000
31,C,Vet,,"$10,000,000",-,"$10,000,000",6.23,17500000,STL,St. Louis Cardinals,2023,,Willson Contreras,10000000
30,SP,Arb 4 (S2),,"$10,000,000",-,"$10,000,000",6.23,10000000,STL,St. Louis Cardinals,2023,,Jordan Montgomery,10000000
29,SS,Vet,,"$9,000,000","$166,668","$9,166,668",5.71,4333333,STL,St. Louis Cardinals,2023,,Paul DeJong,9166668
27,SP,Arb 3,,"$5,400,000",-,"$5,400,000",3.36,5400000,STL,St. Louis Cardinals,2023,,Jack Flaherty,5400000
28,LF,Arb 2,1.0,"$4,950,000",-,"$4,950,000",3.08,4950000,STL,St. Louis Cardinals,2023,,Tyler O'Neill,4950000
31,RP,Vet,1.0,"$4,500,000","$250,000","$4,750,000",2.96,5500000,STL,St. Louis Cardinals,2023,,Giovanny Gallegos,4750000
32,RP,Arb 2,0.0,"$3,000,000",-,"$3,000,000",1.87,2750000,STL,St. Louis Cardinals,2023,,Drew VerHagen,3000000
32,RP,Arb 3,,"$2,800,000",-,"$2,800,000",1.74,2800000,STL,St. Louis Cardinals,2023,,Chris Stratton,2800000
28,RP,Arb 2,3.0,"$2,650,000",-,"$2,650,000",1.65,2650000,STL,St. Louis Cardinals,2023,,Dakota Hudson,2650000
26,RP,Arb 3,,"$1,837,500",-,"$1,837,500",1.15,1837500,STL,St. Louis Cardinals,2023,,Jordan Hicks,1837500
28,C,Arb 1,1.0,"$1,100,000",-,"$1,100,000",0.69,1100000,STL,St. Louis Cardinals,2023,,Andrew Knizner,1100000
24,CF,Pre-Arb,3.0,"$742,400",-,"$742,400",0.46,742400,STL,St. Louis Cardinals,2023,,Dylan Carlson,742400
25,CF,Pre-Arb,2.0,"$732,400",-,"$732,400",0.46,732400,STL,St. Louis Cardinals,2023,,Lars Nootbaar,732400
26,2B,Pre-Arb,3.0,"$728,600",-,"$728,600",0.45,728600,STL,St. Louis Cardinals,2023,,Brendan Donovan,728600
23,3B,Pre-Arb,3.0,"$726,950",-,"$726,950",0.45,726950,STL,St. Louis Cardinals,2023,,Nolan Gorman,726950
24,RF,Pre-Arb,3.0,"$721,450",-,"$721,450",0.45,721450,STL,St. Louis Cardinals,2023,,Alec Burleson,721450
24,RP,Pre-Arb,3.0,"$728,600",-,"$646,305",0.4,646305,STL,St. Louis Cardinals,2023,,Andre Pallante,728600
21,3B,Pre-Arb,3.0,"$720,000",-,"$576,779",0.36,576779,STL,St. Louis Cardinals,2023,,Jordan Walker,720000
23,SP,Pre-Arb,2.0,"$720,000",-,"$445,165",0.28,445165,STL,St. Louis Cardinals,2023,,Matthew Liberatore,720000
33,SS,Pre-Arb,1.0,"$775,000",-,"$437,535",0.27,437535,STL,St. Louis Cardinals,2023,,Taylor Motter,775000
26,RP,Pre-Arb,1.0,"$720,000",-,"$433,552",0.27,433552,STL,St. Louis Cardinals,2023,,JoJo Romero,720000
31,SP,Vet,,"$21,000,000",-,"$21,000,000",15.4,23000000,SEA,Seattle Mariners,2023,,Robbie Ray,21000000
35,LF,Vet,,"$7,000,000",-,"$7,000,000",5.13,7000000,SEA,Seattle Mariners,2023,,A.J. Pollock,7000000
31,SP,Vet,,"$6,500,000","$250,000","$6,750,000",4.95,7500000,SEA,Seattle Mariners,2023,,Marco Gonzales,6750000
27,1B,Vet,2.0,"$3,000,000",-,"$3,000,000",2.2,4000000,SEA,Seattle Mariners,2023,,Evan White,3000000
23,LF,Pre-Arb,1.0,"$729,400",-,"$729,400",0.54,729400,SEA,Seattle Mariners,2023,,Jarred Kelenic,729400
29,RP,Pre-Arb,3.0,"$727,000",-,"$727,000",0.53,727000,SEA,Seattle Mariners,2023,,Penn Murfee,727000
25,SP,Pre-Arb,3.0,"$720,000",-,"$600,005",0.44,600005,SEA,Seattle Mariners,2023,,Easton McGee,720000
30,RF,Arb 3,,"$14,000,000",-,"$14,000,000",10.27,14000000,SEA,Seattle Mariners,2023,,Teoscar Hernandez,14000000
30,SP,Vet,,"$10,000,000","$1,400,000","$11,425,000",8.38,21600000,SEA,Seattle Mariners,2023,,Luis Castillo,11425000
31,3B,Vet,,"$11,000,000","$285,714","$11,285,714",8.28,9428571,SEA,Seattle Mariners,2023,,Eugenio Suarez,11285714
28,SS,Vet,1.0,"$10,000,000","$1,000,000","$11,000,000",8.07,10200000,SEA,Seattle Mariners,2023,,J.P. Crawford,11000000
32,2B,Vet,,"$10,000,000",-,"$8,250,000",6.05,8250000,SEA,Seattle Mariners,2023,,Kolten Wong,10000000
22,CF,Vet,3.0,"$4,000,000","$1,912,500","$5,937,500",4.36,17441667,SEA,Seattle Mariners,2023,,Julio Rodriguez,5937500
28,1B,Arb 1,2.0,"$4,100,000",-,"$4,100,000",3.01,4100000,SEA,Seattle Mariners,2023,,Ty France,4100000
33,RP/CL,Arb 2,0.0,"$4,100,000",-,"$4,100,000",3.01,4100000,SEA,Seattle Mariners,2023,,Paul Sewald,4100000
30,2B,Vet,3.0,"$2,000,000","$83,333","$2,083,333",1.53,2958333,SEA,Seattle Mariners,2023,,Dylan Moore,2083333
24,RP,Vet,3.0,"$1,500,000","$187,500","$1,687,500",1.24,1875000,SEA,Seattle Mariners,2023,,Andres Munoz,1687500
32,C,Arb 3,,"$1,625,000",-,"$1,625,000",1.19,1625000,SEA,Seattle Mariners,2023,,Tom Murphy,1625000
26,SP,Pre-Arb,3.0,"$767,300",-,"$767,300",0.56,767300,SEA,Seattle Mariners,2023,,Logan Gilbert,767300
25,SP,Pre-Arb,3.0,"$758,300",-,"$758,300",0.56,758300,SEA,Seattle Mariners,2023,,George Kirby,758300
26,C,Pre-Arb,3.0,"$758,300",-,"$758,300",0.56,758300,SEA,Seattle Mariners,2023,,Cal Raleigh,758300
25,RP,Pre-Arb,2.0,"$725,800",-,"$725,800",0.53,725800,SEA,Seattle Mariners,2023,,Matt Brash,725800
28,RP,Pre-Arb,1.0,"$720,000",-,"$720,000",0.53,720000,SEA,Seattle Mariners,2023,,Gabe Speier,720000
32,RP,Pre-Arb,2.0,"$720,000",-,"$677,419",0.5,677419,SEA,Seattle Mariners,2023,,Justin Topa,720000
26,SS,Pre-Arb,3.0,"$720,000",-,"$654,194",0.48,654194,SEA,Seattle Mariners,2023,,Jose Caballero,720000
30,RP,Pre-Arb,2.0,"$720,000",-,"$642,420",0.47,642420,SEA,Seattle Mariners,2023,,Tayler Saucedo,720000
24,SP,Pre-Arb,3.0,"$720,000",-,"$592,263",0.43,592263,SEA,Seattle Mariners,2023,,Bryce Miller,720000
25,OF,Pre-Arb,1.0,"$726,700",-,"$527,445",0.39,527445,SEA,Seattle Mariners,2023,,Taylor Trammell,726700
30,1B,Pre-Arb,1.0,"$720,000",-,"$468,391",0.34,468391,SEA,Seattle Mariners,2023,,Mike Ford,720000
23,P,Pre-Arb,3.0,"$720,000",-,"$464,520",0.34,464520,SEA,Seattle Mariners,2023,,Bryan Woo,720000
23,RP,Pre-Arb,3.0,"$720,000",-,"$286,454",0.21,286454,SEA,Seattle Mariners,2023,,Prelander Berroa,720000
26,SP,Pre-Arb,3.0,"$720,000",-,"$286,454",0.21,286454,SEA,Seattle Mariners,2023,,Devin Sweet,720000
26,LF,Pre-Arb,3.0,"$720,000",-,"$282,583",0.21,282583,SEA,Seattle Mariners,2023,,Cade Marlowe,720000
32,LF,Vet,,"$5,000,000","$2,000,000","$7,000,000",3.79,14500000,SFG,San Francisco Giants,2023,,Mitch Haniger,7000000
34,C,Vet,,"$2,500,000",-,"$2,500,000",1.36,2500000,SFG,San Francisco Giants,2023,,Roberto Perez,2500000
33,RP,Arb 3,,"$2,300,000",-,"$2,300,000",1.25,2300000,SFG,San Francisco Giants,2023,,John Brebbia,2300000
27,2B,Arb 1 (S2),0.0,"$2,250,000",-,"$2,250,000",1.22,2250000,SFG,San Francisco Giants,2023,,Thairo Estrada,2250000
27,CF,Pre-Arb,1.0,"$735,000",-,"$735,000",0.4,735000,SFG,San Francisco Giants,2023,,Luis Gonzalez,735000
27,RP,Pre-Arb,0.0,"$723,750",-,"$723,750",0.39,723750,SFG,San Francisco Giants,2023,,Thomas Szapucki,723750
25,RP,Pre-Arb,3.0,"$720,000",-,"$329,035",0.18,329035,SFG,San Francisco Giants,2023,,Cole Waites,720000
31,LF,Vet,,"$19,650,000",-,"$19,650,000",10.65,19650000,SFG,San Francisco Giants,2023,,Joc Pederson,19650000
