Age,Pos.,Status,Waiver Options,Base Salary,Signing Bonus,Adj. Salary,Payroll %,Lux. Tax Salary,Team,Tm,Year,Incentives,Player,Salary
27,SP,Pre-Arb,1.0,"$731,200",-,"$731,200",1.06,731200,BAL,Baltimore Orioles,2023,,Dean Kremer,731200
28,RP,Pre-Arb,2.0,"$729,000",-,"$729,000",1.06,729000,BAL,Baltimore Orioles,2023,,Bryan Baker,729000
26,SP,Pre-Arb,2.0,"$728,100",-,"$728,100",1.05,728100,BAL,Baltimore Orioles,2023,,Kyle Bradish,728100
22,SS,Pre-Arb,3.0,"$723,200",-,"$723,200",1.05,723200,BAL,Baltimore Orioles,2023,,Gunnar Henderson,723200
27,RP,Pre-Arb,1.0,"$722,300",-,"$722,300",1.05,722300,BAL,Baltimore Orioles,2023,,Mike Baumann,722300
29,RP,Pre-Arb,2.0,"$720,000",-,"$658,065",0.95,658065,BAL,Baltimore Orioles,2023,,Yennier Cano,720000
26,CF,Pre-Arb,1.0,"$725,800",-,"$647,732",0.94,647732,BAL,Baltimore Orioles,2023,,Ryan McKenna,725800
29,SP,Pre-Arb,1.0,"$737,600",-,"$531,444",0.77,531444,BAL,Baltimore Orioles,2023,,Cole Irvin,737600
23,SP,Pre-Arb,3.0,"$720,000",-,"$495,488",0.72,495488,BAL,Baltimore Orioles,2023,,Grayson Rodriguez,720000
24,SS,Pre-Arb,3.0,"$720,000",-,"$375,487",0.54,375487,BAL,Baltimore Orioles,2023,,Jordan Westburg,720000
23,OF,Pre-Arb,3.0,"$720,000",-,"$340,648",0.49,340648,BAL,Baltimore Orioles,2023,,Colton Cowser,720000
29,SP,Arb 3 (S2),1.0,"$13,500,000",-,"$13,500,000",6.59,13500000,ATL,Atlanta Braves,2023,,Max Fried,13500000
29,RP,Arb 3 (S2),1.0,"$4,287,500",-,"$4,287,500",2.09,4287500,ATL,Atlanta Braves,2023,,A.J. Minter,4287500
39,RP,Vet,,"$1,200,000",-,"$1,200,000",0.59,1200000,ATL,Atlanta Braves,2023,,Jesse Chavez,1200000
32,RP,Arb 2,0.0,"$1,200,000",-,"$1,200,000",0.59,1550000,ATL,Atlanta Braves,2023,,Tyler Matzek,1200000
33,SS,Vet,,"$1,000,000",-,"$1,000,000",0.49,1000000,ATL,Atlanta Braves,2023,,Ehire Adrianza,1000000
32,RP,,2.0,"$875,000",-,"$875,000",0.43,875000,ATL,Atlanta Braves,2023,,Nick Anderson,875000
25,SP,Pre-Arb,1.0,"$750,000",-,"$750,000",0.37,750000,ATL,Atlanta Braves,2023,,Kolby Allard,750000
29,CF,Pre-Arb,0.0,"$750,000",-,"$750,000",0.37,750000,ATL,Atlanta Braves,2023,,Sam Hilliard,750000
27,SP,Pre-Arb,1.0,"$750,000",-,"$750,000",0.37,750000,ATL,Atlanta Braves,2023,,Kyle Wright,750000
25,SP,Pre-Arb,0.0,"$750,000",-,"$750,000",0.37,750000,ATL,Atlanta Braves,2023,,Huascar Ynoa,750000
28,RP,Pre-Arb,2.0,"$730,000",-,"$730,000",0.36,730000,ATL,Atlanta Braves,2023,,Dylan Lee,730000
29,1B,Vet,,"$21,000,000",-,"$21,000,000",10.24,21000000,ATL,Atlanta Braves,2023,,Matt Olson,21000000
39,SP,Vet,,"$20,000,000",-,"$20,000,000",9.76,20000000,ATL,Atlanta Braves,2023,,Charlie Morton,20000000
25,RF,Vet,3.0,"$17,000,000",-,"$17,000,000",8.29,12500000,ATL,Atlanta Braves,2023,,Ronald Acuna Jr.,17000000
33,RP/CL,Vet,,"$16,000,000",-,"$16,000,000",7.81,14500000,ATL,Atlanta Braves,2023,,Raisel Iglesias,16000000
32,LF,Vet,,"$16,000,000",-,"$16,000,000",7.81,16250000,ATL,Atlanta Braves,2023,,Marcell Ozuna,16000000
26,3B,Vet,3.0,"$15,000,000",-,"$15,000,000",7.32,21200000,ATL,Atlanta Braves,2023,,Austin Riley,15000000
31,LF,Vet,,"$9,000,000",-,"$9,000,000",4.39,9000000,ATL,Atlanta Braves,2023,,Eddie Rosario,9000000
34,C,Vet,,"$8,000,000",-,"$8,000,000",3.9,8000000,ATL,Atlanta Braves,2023,,Travis d'Arnaud,8000000
26,2B,Vet,,"$7,000,000",-,"$7,000,000",3.41,5000000,ATL,Atlanta Braves,2023,,Ozzie Albies,7000000
36,RP,Vet,,"$6,000,000",-,"$6,000,000",2.93,4125000,ATL,Atlanta Braves,2023,,Kirby Yates,6000000
22,CF,Vet,3.0,"$5,000,000",-,"$5,000,000",2.44,9000000,ATL,Atlanta Braves,2023,,Michael Harris,5000000
36,RP,Vet,,"$5,000,000",-,"$5,000,000",2.44,5000000,ATL,Atlanta Braves,2023,,Collin McHugh,5000000
28,C,Vet,3.0,"$4,000,000",-,"$4,000,000",1.95,12166667,ATL,Atlanta Braves,2023,,Sean Murphy,4000000
34,LF,Vet,,"$3,000,000",-,"$3,000,000",1.46,3000000,ATL,Atlanta Braves,2023,,Kevin Pillar,3000000
28,RP,Arb 3,,"$2,765,000",-,"$2,765,000",1.35,2765000,ATL,Atlanta Braves,2023,,Joe Jimenez,2765000
28,2B,Vet,,"$2,300,000",-,"$2,300,000",1.12,2433333,ATL,Atlanta Braves,2023,,Orlando Arcia,2300000
32,RP,,,"$5,000,000",-,"$1,854,858",0.9,1854858,ATL,Atlanta Braves,2023,,Pierce Johnson,5000000
24,SP,Vet,3.0,"$1,000,000",-,"$1,000,000",0.49,12500000,ATL,Atlanta Braves,2023,,Spencer Strider,1000000
33,RP,Pre-Arb,0.0,"$750,000",-,"$750,000",0.37,750000,ATL,Atlanta Braves,2023,,Michael Tonkin,750000
24,SP,Pre-Arb,3.0,"$720,000",-,"$692,903",0.34,720000,ATL,Atlanta Braves,2023,,Bryce Elder,720000
28,RP,Arb 2 (S2),1.0,"$1,462,500",-,"$542,547",0.26,542547,ATL,Atlanta Braves,2023,,Taylor Hearn,1462500
29,RP,Arb 3 (S2),1.0,"$1,275,000",-,"$479,850",0.23,479850,ATL,Atlanta Braves,2023,,Yonny Chirinos,1275000
31,RP,Vet,1.0,"$720,000",-,"$418,068",0.2,418068,ATL,Atlanta Braves,2023,,Ben Heller,720000
34,3B,Vet,,"$720,000",-,"$360,003",0.18,360003,ATL,Atlanta Braves,2023,,Charlie Culberson,720000
27,OF,Pre-Arb,3.0,"$720,000",-,"$290,325",0.14,290325,ATL,Atlanta Braves,2023,,Forrest Wall,720000
26,RP,Pre-Arb,3.0,"$720,000",-,"$270,970",0.13,270970,ATL,Atlanta Braves,2023,,Daysbel Hernandez,720000
38,RP,Vet,,"$6,000,000",-,"$6,000,000",5.17,7000000,ARI,Arizona Diamondbacks,2023,,Mark Melancon,6000000
30,SP,Vet,,"$4,700,000",-,"$4,700,000",4.05,5000000,ARI,Arizona Diamondbacks,2023,,Zach Davies,4700000
37,3B,Vet,,"$4,000,000",-,"$4,000,000",3.45,4000000,ARI,Arizona Diamondbacks,2023,,Evan Longoria,4000000
33,RP,Arb 1,2.0,"$825,000",-,"$825,000",0.71,825000,ARI,Arizona Diamondbacks,2023,,Cole Sulser,825000
27,RP,Pre-Arb,1.0,"$728,400",-,"$728,400",0.63,728400,ARI,Arizona Diamondbacks,2023,,Corbin Martin,728400
23,C,Pre-Arb,1.0,"$722,500",-,"$722,500",0.62,722500,ARI,Arizona Diamondbacks,2023,,Gabriel Moreno,722500
25,SP,Pre-Arb,3.0,"$723,600",-,"$595,170",0.51,595170,ARI,Arizona Diamondbacks,2023,,Drey Jameson,723600
29,2B,Vet,,"$11,000,000","$600,000","$11,600,000",9.99,4800000,ARI,Arizona Diamondbacks,2023,,Ketel Marte,11600000
33,SS,Vet,,"$10,250,000","$375,000","$10,625,000",9.15,8125000,ARI,Arizona Diamondbacks,2023,,Nick Ahmed,10625000
34,SP,Vet,,"$8,000,000","$500,000","$8,500,000",7.32,9000000,ARI,Arizona Diamondbacks,2023,,Merrill Kelly,8500000
32,1B,Arb 2,0.0,"$6,500,000",-,"$6,500,000",5.6,6500000,ARI,Arizona Diamondbacks,2023,,Christian Walker,6500000
29,LF,Vet,,"$5,400,000","$428,571","$5,828,571",5.02,3142857,ARI,Arizona Diamondbacks,2023,,Lourdes Gurriel Jr.,5828571
27,SP,Arb 1,3.0,"$5,600,000",-,"$5,600,000",4.82,5600000,ARI,Arizona Diamondbacks,2023,,Zac Gallen,5600000
33,RP/CL,Vet,,"$5,500,000",-,"$5,500,000",4.74,6250000,ARI,Arizona Diamondbacks,2023,,Andrew Chafin,5500000
28,C,Arb 3 (S2),1.0,"$4,275,000",-,"$4,275,000",3.68,4275000,ARI,Arizona Diamondbacks,2023,,Carson Kelly,4275000
28,RP,Vet,,"$3,500,000",-,"$3,500,000",3.02,3500000,ARI,Arizona Diamondbacks,2023,,Miguel Castro,3500000
29,3B,Arb 1 (S2),2.0,"$2,575,000",-,"$2,575,000",2.22,2575000,ARI,Arizona Diamondbacks,2023,,Josh Rojas,2575000
33,RP,Vet,2.0,"$2,500,000",-,"$2,500,000",2.15,3125000,ARI,Arizona Diamondbacks,2023,,Scott McGough,2500000
22,RF,Vet,3.0,"$1,000,000","$625,000","$1,625,000",1.4,13875000,ARI,Arizona Diamondbacks,2023,,Corbin Carroll,1625000
23,SS,Pre-Arb,2.0,"$738,600",-,"$738,600",0.64,738600,ARI,Arizona Diamondbacks,2023,,Geraldo Perdomo,738600
26,RP,Pre-Arb,2.0,"$728,900",-,"$728,900",0.63,728900,ARI,Arizona Diamondbacks,2023,,Kyle Nelson,728900
25,SP,Pre-Arb,3.0,"$722,700",-,"$722,700",0.62,722700,ARI,Arizona Diamondbacks,2023,,Ryne Nelson,722700
29,RP,Pre-Arb,2.0,"$746,600",-,"$686,394",0.59,686394,ARI,Arizona Diamondbacks,2023,,Kevin Ginkel,746600
25,SP,Pre-Arb,3.0,"$720,000",-,"$619,360",0.53,619360,ARI,Arizona Diamondbacks,2023,,Tommy Henry,720000
27,3B,Pre-Arb,1.0,"$720,000",-,"$615,484",0.53,615484,ARI,Arizona Diamondbacks,2023,,Emmanuel Rivera,720000
25,RF,Pre-Arb,2.0,"$735,200",-,"$612,715",0.53,612715,ARI,Arizona Diamondbacks,2023,,Jake McCarthy,735200
23,CF,Pre-Arb,3.0,"$735,200",-,"$604,809",0.52,604809,ARI,Arizona Diamondbacks,2023,,Alek Thomas,735200
26,C,Pre-Arb,2.0,"$724,300",-,"$564,630",0.49,564630,ARI,Arizona Diamondbacks,2023,,Jose Herrera,724300
32,RP,Vet,0.0,"$720,000",-,"$518,714",0.45,518714,ARI,Arizona Diamondbacks,2023,,Austin Adams,720000
24,SP,Pre-Arb,3.0,"$720,000",-,"$371,616",0.32,371616,ARI,Arizona Diamondbacks,2023,,Brandon Pfaadt,720000
25,RP,Pre-Arb,1.0,"$720,000",-,"$360,003",0.31,360003,ARI,Arizona Diamondbacks,2023,,Luis Frias,720000
25,RF,Pre-Arb,3.0,"$720,000",-,"$332,906",0.29,332906,ARI,Arizona Diamondbacks,2023,,Dominic Canzone,720000
29,RP,Pre-Arb,2.0,"$720,000",-,"$329,035",0.28,329035,ARI,Arizona Diamondbacks,2023,,Tyler Gilbert,720000
33,SP,Vet,,"$35,000,000",-,"$23,571,429",18.59,35000000,WSN,Washington Nationals,2022,-,Stephen Strasburg,35000000
37,RP,Vet,,"$8,000,000",-,"$8,000,000",6.31,8000000,WSN,Washington Nationals,2022,-,Will Harris,8000000
29,SP,Vet,,"$2,400,000",-,"$2,400,000",1.89,2400000,WSN,Washington Nationals,2022,-,Joe Ross,2400000
35,RP,Vet,,"$1,500,000",-,"$1,500,000",1.18,1500000,WSN,Washington Nationals,2022,-,Sean Doolittle,1500000
27,RP,Pre-Arb,,"$900,000",-,"$900,000",0.71,900000,WSN,Washington Nationals,2022,-,Victor Arano,900000
29,RP,Arb 1 (S2),,"$860,000",-,"$860,000",0.68,860000,WSN,Washington Nationals,2022,-,Tanner Rainey,860000
34,LF,Pre-Arb,,"$714,000",-,"$714,000",0.56,714000,WSN,Washington Nationals,2022,-,Yadiel Hernandez,714000
24,3B,Pre-Arb,,"$713,400",-,"$713,400",0.56,713400,WSN,Washington Nationals,2022,-,Carter Kieboom,713400
23,C,Pre-Arb,,"$701,300",-,"$701,300",0.55,701300,WSN,Washington Nationals,2022,-,Keibert Ruiz,701300
25,RP,Pre-Arb,,"$700,000",-,"$484,596",0.38,484596,WSN,Washington Nationals,2022,-,Evan Lee,700000
26,SP,Pre-Arb,,"$700,000",-,"$434,598",0.34,434598,WSN,Washington Nationals,2022,-,Jackson Tetreault,700000
23,RP,Pre-Arb,,"$700,000",-,"$246,144",0.19,246144,WSN,Washington Nationals,2022,-,MacKenzie Gore,700000
23,SP,Pre-Arb,,"$700,000",-,"$153,840",0.12,153840,WSN,Washington Nationals,2022,-,Cade Cavalli,700000
32,SP,Vet,,"$23,000,000","$416,666","$23,416,666",18.47,23333333,WSN,Washington Nationals,2022,-,Patrick Corbin,23416666
41,DH,Vet,,"$12,000,000",-,"$12,000,000",9.46,15000000,WSN,Washington Nationals,2022,-,Nelson Cruz,12000000
32,2B,Vet,,"$4,000,000",-,"$4,500,000",3.55,4000000,WSN,Washington Nationals,2022,"$500,000",Cesar Hernandez,4500000
29,SP,Arb 1,,"$2,150,000",-,"$2,150,000",1.7,2150000,WSN,Washington Nationals,2022,-,Erick Fedde,2150000
36,RP,Vet,,"$1,750,000",-,"$2,000,000",1.58,1750000,WSN,Washington Nationals,2022,"$250,000",Steve Cishek,2000000
38,SP,Vet,,"$2,000,000",-,"$2,000,000",1.58,2000000,WSN,Washington Nationals,2022,-,Anibal Sanchez,2000000
31,DH,Arb 2 (S2),,"$5,450,000",-,"$1,916,480",1.51,1916480,WSN,Washington Nationals,2022,-,Luke Voit,5450000
25,CF,Arb 1,,"$1,650,000",-,"$1,650,000",1.3,1650000,WSN,Washington Nationals,2022,-,Victor Robles,1650000
30,RP/CL,Pre-Arb,,"$725,900",-,"$725,900",0.57,725900,WSN,Washington Nationals,2022,-,Kyle Finnegan,725900
26,CF,Pre-Arb,,"$723,600",-,"$723,600",0.57,723600,WSN,Washington Nationals,2022,-,Lane Thomas,723600
35,SP,Pre-Arb,,"$716,200",-,"$716,200",0.56,716200,WSN,Washington Nationals,2022,-,Paolo Espino,716200
24,SP,Pre-Arb,,"$703,500",-,"$703,500",0.55,703500,WSN,Washington Nationals,2022,-,Josiah Gray,703500
30,1B,Pre-Arb,,"$700,000",-,"$700,000",0.55,246144,WSN,Washington Nationals,2022,-,Joey Meneses,700000
27,RP,Pre-Arb,,"$700,000",-,"$661,512",0.52,661512,WSN,Washington Nationals,2022,-,Hunter Harvey,700000
32,RP,Vet,,"$700,000",-,"$646,128",0.51,646128,WSN,Washington Nationals,2022,-,Erasmo Ramirez,700000
30,RP,,,"$700,000",-,"$569,208",0.45,569208,WSN,Washington Nationals,2022,-,C.J. Edwards,700000
29,RP,Pre-Arb,,"$708,200",-,"$552,522",0.44,552522,WSN,Washington Nationals,2022,-,Andres Machado,708200
24,RP,Pre-Arb,,"$702,200",-,"$524,688",0.41,524688,WSN,Washington Nationals,2022,-,Mason Thompson,702200
26,C,Pre-Arb,,"$706,700",-,"$500,907",0.4,500907,WSN,Washington Nationals,2022,-,Riley Adams,706700
22,SS,Pre-Arb,,"$700,000",-,"$484,596",0.38,484596,WSN,Washington Nationals,2022,-,Luis Garcia,700000
27,C,Pre-Arb,,"$700,000",-,"$334,602",0.26,334602,WSN,Washington Nationals,2022,-,Tres Barrera,700000
29,RP,Pre-Arb,,"$700,000",-,"$288,450",0.23,288450,WSN,Washington Nationals,2022,-,Jordan Weems,700000
26,SP,Pre-Arb,,"$700,000",-,"$257,682",0.2,257682,WSN,Washington Nationals,2022,-,Cory Abbott,700000
30,2B,Pre-Arb,,"$700,000",-,"$246,144",0.19,246144,WSN,Washington Nationals,2022,-,Ildemaro Vargas,700000
26,CF,Pre-Arb,,"$701,700",-,"$223,590",0.18,223590,WSN,Washington Nationals,2022,-,Joshua Palacios,701700
27,OF,Pre-Arb,,"$700,000",-,"$199,992",0.16,199992,WSN,Washington Nationals,2022,-,Alex Call,700000
21,SS,Pre-Arb,,"$700,000",-,"$196,146",0.15,196146,WSN,Washington Nationals,2022,-,CJ Abrams,700000
22,C,Pre-Arb,,"$700,000",-,"$99,996",0.08,99996,WSN,Washington Nationals,2022,-,Israel Pineda,700000
35,SP,Vet,,"$20,000,000",-,"$20,000,000",11.3,20000000,TOR,Toronto Blue Jays,2022,-,Hyun-Jin Ryu,20000000
28,LF,Vet,,"$4,500,000","$428,571","$4,928,571",2.78,3142857,TOR,Toronto Blue Jays,2022,-,Lourdes Gurriel Jr.,4928571
29,RP,Pre-Arb,,"$707,500",-,"$661,896",0.37,661896,TOR,Toronto Blue Jays,2022,-,Tayler Saucedo,707500
25,SS,Pre-Arb,,"$700,000",-,"$107,692",0.06,107692,TOR,Toronto Blue Jays,2022,-,Vinny Capra,700000
32,CF,Vet,,"$28,000,000","$1,666,667","$29,666,666",16.76,25000000,TOR,Toronto Blue Jays,2022,-,George Springer,29666666
31,SP,Vet,,"$21,000,000",-,"$21,000,000",11.86,22000000,TOR,Toronto Blue Jays,2022,-,Kevin Gausman,21000000
31,RP,Vet,,"$16,000,000",-,"$16,000,000",9.04,12000000,TOR,Toronto Blue Jays,2022,-,Yusei Kikuchi,16000000
29,3B,Arb 2,,"$12,000,000","$500,000","$12,500,000",7.06,12500000,TOR,Toronto Blue Jays,2022,-,Matt Chapman,12500000
28,SP,Vet,,"$10,000,000","$714,286","$10,714,285",6.05,18714286,TOR,Toronto Blue Jays,2022,-,Jose Berrios,10714285
29,DH,Arb 2,,"$10,650,000",-,"$10,650,000",6.02,10650000,TOR,Toronto Blue Jays,2022,-,Teoscar Hernandez,10650000
23,1B,Arb 1 (S2),,"$7,900,000",-,"$7,900,000",4.46,7900000,TOR,Toronto Blue Jays,2022,-,Vladimir Guerrero Jr.,7900000
31,RP,Vet,,"$4,000,000","$500,000","$5,500,000",3.11,5500000,TOR,Toronto Blue Jays,2022,"$1,000,000",Yimi Garcia,5500000
28,RF,Arb 2,,"$3,950,000",-,"$3,950,000",2.23,3950000,TOR,Toronto Blue Jays,2022,-,Raimel Tapia,3950000
32,SP,Vet,,"$3,790,000",-,"$3,790,000",2.14,3790000,TOR,Toronto Blue Jays,2022,-,Ross Stripling,3790000
35,RP,Vet,,"$1,750,000",-,"$3,500,000",1.98,1750000,TOR,Toronto Blue Jays,2022,"$1,750,000",David Phelps,3500000
33,2B,Vet,,"$7,000,000",-,"$2,461,568",1.39,1428571,TOR,Toronto Blue Jays,2022,-,Whit Merrifield,7000000
27,2B,Arb 1 (S2),,"$2,122,500",-,"$2,122,500",1.2,2122500,TOR,Toronto Blue Jays,2022,-,Cavan Biggio,2122500
27,C,Arb 1,,"$1,950,000",-,"$1,950,000",1.1,1950000,TOR,Toronto Blue Jays,2022,-,Danny Jansen,1950000
31,RP,Arb 2 (S2),,"$1,575,000",-,"$1,575,000",0.89,1575000,TOR,Toronto Blue Jays,2022,-,Adam Cimber,1575000
30,RP,Arb 1 (S2),,"$1,250,000",-,"$1,250,000",0.71,1250000,TOR,Toronto Blue Jays,2022,-,Tim Mayza,1250000
34,RP,Vet,,"$3,000,000",-,"$1,054,976",0.6,1054976,TOR,Toronto Blue Jays,2022,-,Anthony Bass,3000000
29,RP,Arb 1,,"$1,000,000",-,"$1,000,000",0.56,1000000,TOR,Toronto Blue Jays,2022,-,Trevor Richards,1000000
24,SS,Pre-Arb,,"$825,000",-,"$825,000",0.47,825000,TOR,Toronto Blue Jays,2022,-,Bo Bichette,825000
24,SP,Pre-Arb,,"$730,000",-,"$730,000",0.41,730000,TOR,Toronto Blue Jays,2022,-,Alek Manoah,730000
27,2B,Pre-Arb,,"$723,550",-,"$723,550",0.41,723550,TOR,Toronto Blue Jays,2022,-,Santiago Espinal,723550
23,C,Pre-Arb,,"$714,000",-,"$714,000",0.4,714000,TOR,Toronto Blue Jays,2022,-,Alejandro Kirk,714000
29,RP/CL,Pre-Arb,,"$710,400",-,"$710,400",0.4,710400,TOR,Toronto Blue Jays,2022,-,Jordan Romano,710400
28,RP,Arb 1 (S2),,"$706,200",-,"$384,120",0.22,384120,TOR,Toronto Blue Jays,2022,-,Trent Thornton,706200
29,CF,Arb 1,,"$1,300,000",-,"$264,291",0.15,264291,TOR,Toronto Blue Jays,2022,-,Bradley Zimmer,1300000
22,C,Pre-Arb,,"$700,000",-,"$226,914",0.13,226914,TOR,Toronto Blue Jays,2022,-,Gabriel Moreno,700000
32,CF,Vet,,"$700,000",-,"$219,222",0.12,219222,TOR,Toronto Blue Jays,2022,-,Jackie Bradley Jr.,700000
25,RP,Pre-Arb,,"$700,000",-,"$192,300",0.11,192300,TOR,Toronto Blue Jays,2022,-,Zach Pop,700000
23,SS,Pre-Arb,,"$700,200",-,"$100,022",0.06,100022,TOR,Toronto Blue Jays,2022,-,Otto Lopez,700200
32,LF,Vet,,"$6,000,000",-,"$6,000,000",4.0,5000000,TEX,Texas Rangers,2022,-,Brad Miller,6000000
31,C,Arb 2,,"$3,335,000",-,"$3,335,000",2.22,3335000,TEX,Texas Rangers,2022,-,Mitch Garver,3335000
27,RP,Arb 1 (S2),,"$1,025,000",-,"$1,025,000",0.68,1025000,TEX,Texas Rangers,2022,-,Brett Martin,1025000
27,SP,Pre-Arb,,"$714,000",-,"$714,000",0.48,714000,TEX,Texas Rangers,2022,-,Dane Dunning,714000
28,OF,Pre-Arb,,"$714,000",-,"$714,000",0.48,714000,TEX,Texas Rangers,2022,-,Eli White,714000
24,SP,Pre-Arb,,"$700,000",-,"$700,000",0.47,238452,TEX,Texas Rangers,2022,-,Cole Ragans,700000
28,RP,Pre-Arb,,"$714,000",-,"$447,222",0.3,447222,TEX,Texas Rangers,2022,-,Josh Sborz,714000
27,LF,Pre-Arb,,"$720,000",-,"$395,600",0.26,395600,TEX,Texas Rangers,2022,-,Nick Solak,720000
28,SS,Vet,,"$32,500,000","$500,000","$33,000,000",21.99,32500000,TEX,Texas Rangers,2022,-,Corey Seager,33000000
31,2B,Vet,,"$25,000,000",-,"$25,000,000",16.66,25000000,TEX,Texas Rangers,2022,-,Marcus Semien,25000000
30,SP,Vet,,"$15,000,000",-,"$15,000,000",10.0,14000000,TEX,Texas Rangers,2022,-,Jon Gray,15000000
28,RP,Vet,,"$4,750,000","$500,000","$5,250,000",3.5,3687500,TEX,Texas Rangers,2022,-,Jose Leclerc,5250000
34,LF,Vet,,"$5,200,000",-,"$5,200,000",3.47,5200000,TEX,Texas Rangers,2022,-,Kole Calhoun,5200000
31,SP,Vet,,"$4,000,000",-,"$4,000,000",2.67,4000000,TEX,Texas Rangers,2022,-,Martin Perez,4000000
33,RP,Vet,,"$2,500,000",-,"$2,311,852",1.54,2311852,TEX,Texas Rangers,2022,-,Matt Moore,2500000
33,3B,Vet,,"$1,750,000",-,"$1,750,000",1.17,1750000,TEX,Texas Rangers,2022,-,Charlie Culberson,1750000
27,RP,Arb 1 (S2),,"$1,050,000",-,"$911,502",0.61,911502,TEX,Texas Rangers,2022,-,Taylor Hearn,1050000
25,RP,Pre-Arb,,"$720,000",-,"$720,000",0.48,720000,TEX,Texas Rangers,2022,-,Jonathan Hernandez,720000
26,RP,Pre-Arb,,"$720,000",-,"$720,000",0.48,720000,TEX,Texas Rangers,2022,-,Dennis Santana,720000
26,1B,Pre-Arb,,"$716,000",-,"$716,000",0.48,716000,TEX,Texas Rangers,2022,-,Nate Lowe,716000
25,RP,Pre-Arb,,"$714,000",-,"$714,000",0.48,714000,TEX,Texas Rangers,2022,-,Brock Burke,714000
29,RF,Pre-Arb,,"$714,000",-,"$714,000",0.48,714000,TEX,Texas Rangers,2022,-,Adolis Garcia,714000
27,C,Pre-Arb,,"$714,000",-,"$714,000",0.48,714000,TEX,Texas Rangers,2022,-,Jonah Heim,714000
26,RP,Pre-Arb,,"$704,000",-,"$704,000",0.47,704000,TEX,Texas Rangers,2022,-,Joe Barlow,704000
31,C,Vet,,"$700,000",-,"$700,000",0.47,53844,TEX,Texas Rangers,2022,-,Kevin Plawecki,700000
26,SP,Pre-Arb,,"$700,000",-,"$642,282",0.43,642282,TEX,Texas Rangers,2022,-,Glenn Otto,700000
27,RP,Pre-Arb,,"$714,000",-,"$509,990",0.34,509990,TEX,Texas Rangers,2022,-,John King,714000
23,CF,Pre-Arb,,"$700,000",-,"$438,444",0.29,438444,TEX,Texas Rangers,2022,-,Leodys Taveras,700000
24,3B,Pre-Arb,,"$700,000",-,"$426,906",0.28,426906,TEX,Texas Rangers,2022,-,Josh H. Smith,700000
24,C,Pre-Arb,,"$700,000",-,"$311,526",0.21,311526,TEX,Texas Rangers,2022,-,Sam Huff,700000
24,OF,Pre-Arb,,"$700,000",-,"$238,452",0.16,238452,TEX,Texas Rangers,2022,-,Bubba Thompson,700000
27,2B,Pre-Arb,,"$700,000",-,"$192,300",0.13,192300,TEX,Texas Rangers,2022,-,Mark Mathias,700000
27,RP,Pre-Arb,,"$700,000",-,"$165,378",0.11,165378,TEX,Texas Rangers,2022,-,Jesus Tinoco,700000
24,3B,Pre-Arb,,"$700,000",-,"$99,996",0.07,99996,TEX,Texas Rangers,2022,-,Josh Jung,700000
24,RP,Pre-Arb,,"$700,000",-,"$73,074",0.05,73074,TEX,Texas Rangers,2022,-,A.J. Alexy,700000
24,SP,Pre-Arb,,"$700,000",-,"$15,384",0.01,15384,TEX,Texas Rangers,2022,-,Yerry Rodriguez,700000
32,CF,Vet,,"$12,000,000","$166,668","$12,166,668",12.37,8916667,TBR,Tampa Bay Rays,2022,-,Kevin Kiermaier,12166668
31,C,Vet,,"$7,000,000",-,"$7,000,000",7.12,7000000,TBR,Tampa Bay Rays,2022,-,Mike Zunino,7000000
27,2B,Vet,,"$4,000,000",-,"$4,000,000",4.07,4000000,TBR,Tampa Bay Rays,2022,-,Brandon Lowe,4000000
30,SP,Arb 2 (S2),,"$3,850,000",-,"$3,850,000",3.91,3850000,TBR,Tampa Bay Rays,2022,-,Ryan Yarbrough,3850000
32,RP,Arb 1,,"$1,850,000",-,"$1,850,000",1.88,1850000,TBR,Tampa Bay Rays,2022,-,Andrew Kittredge,1850000
31,RP,Arb 1,,"$845,000",-,"$845,000",0.86,845000,TBR,Tampa Bay Rays,2022,-,Nick Anderson,845000
29,RP,Pre-Arb,,"$708,600",-,"$708,600",0.72,708600,TBR,Tampa Bay Rays,2022,-,J.P. Feyereisen,708600
23,SP,Pre-Arb,,"$701,100",-,"$701,100",0.71,701100,TBR,Tampa Bay Rays,2022,-,Shane Baz,701100
30,RP,Pre-Arb,,"$700,000",-,"$680,742",0.69,680742,TBR,Tampa Bay Rays,2022,-,Ryan Thompson,700000
28,RP,Pre-Arb,,"$700,000",-,"$642,282",0.65,642282,TBR,Tampa Bay Rays,2022,-,Colin Poche,700000
26,SP,Pre-Arb,,"$701,200",-,"$635,745",0.65,635745,TBR,Tampa Bay Rays,2022,-,Brendan McKay,701200
29,CF,Vet,,"$700,000",-,"$292,296",0.3,292296,TBR,Tampa Bay Rays,2022,-,Roman Quinn,700000
36,SP,Vet,,"$8,000,000",-,"$13,000,000",13.22,8000000,TBR,Tampa Bay Rays,2022,"$5,000,000",Corey Kluber,13000000
27,RF,Vet,,"$5,600,000",-,"$5,600,000",5.69,5600000,TBR,Tampa Bay Rays,2022,-,Manuel Margot,5600000
28,SP,Arb 3 (S2),,"$5,100,000",-,"$5,100,000",5.19,5100000,TBR,Tampa Bay Rays,2022,-,Tyler Glasnow,5100000
34,RP,Pre-Arb,,"$4,250,000",-,"$4,250,000",4.32,5000000,TBR,Tampa Bay Rays,2022,-,Brooks Raley,4250000
