,Team,Year,Pos.,Salary
879,NYY,2022,C,1655000
880,NYY,2022,CF,34485714
881,NYY,2022,DH,23000000
882,NYY,2022,LF,8500000
883,NYY,2022,RF,29000000
884,NYY,2022,RP,50571500
885,NYY,2022,RP/CL,1100000
886,NYY,2022,SP,61502500
887,NYY,2022,SS,5400000
888,NYY,2023,1B,17720000
889,NYY,2023,2B,9950000
890,NYY,2023,3B,36000000
891,NYY,2023,C,4552500
892,NYY,2023,CF,45200000
893,NYY,2023,OF,1440000
894,NYY,2023,RF,32000000
895,NYY,2023,RP,21143850
896,NYY,2023,RP/CL,3300000
897,NYY,2023,SP,88597208
898,NYY,2023,SS,6720000
899,OAK,2020,1B,1167000
900,OAK,2020,2B,4974100
901,OAK,2020,3B,623500
902,OAK,2020,C,1127000
903,OAK,2020,DH,16750000
904,OAK,2020,LF,6825000
905,OAK,2020,OF,4293500
906,OAK,2020,RF,7333333
907,OAK,2020,RP,12430500
908,OAK,2020,RP/CL,13800000
909,OAK,2020,SP,25633834
910,OAK,2020,SS,13000000
911,OAK,2021,1B,7820500
912,OAK,2021,2B,4370500
913,OAK,2021,3B,6490000
914,OAK,2021,C,6575500
915,OAK,2021,CF,13070500
916,OAK,2021,DH,570500
917,OAK,2021,LF,6925000
918,OAK,2021,OF,570500
919,OAK,2021,RF,7583333
920,OAK,2021,RP,23194500
921,OAK,2021,RP/CL,2750000
922,OAK,2021,SP,17864000
923,OAK,2021,SS,11645500
924,OAK,2022,2B,3650800
925,OAK,2022,3B,2100000
926,OAK,2022,C,2375000
927,OAK,2022,CF,710000
928,OAK,2022,DH,800000
929,OAK,2022,LF,3430000
930,OAK,2022,RF,3150000
931,OAK,2022,RP,9223750
932,OAK,2022,RP/CL,705000
933,OAK,2022,SP,5620000
934,OAK,2022,SS,700000
935,OAK,2023,1B,720000
936,OAK,2023,2B,3725000
937,OAK,2023,3B,5940000
938,OAK,2023,C,6680000
939,OAK,2023,CF,720000
940,OAK,2023,LF,1455000
941,OAK,2023,OF,4990000
942,OAK,2023,RP,7935000
943,OAK,2023,RP/CL,7000000
944,OAK,2023,SP,9230000
945,OAK,2023,SS,7940000
946,PHI,2020,1B,605000
947,PHI,2020,2B,15425000
948,PHI,2020,3B,2313500
949,PHI,2020,C,11273500
950,PHI,2020,CF,1138500
951,PHI,2020,LF,17000000
952,PHI,2020,RF,42102962
953,PHI,2020,RP,20217611
954,PHI,2020,RP/CL,11000000
955,PHI,2020,SP,56788500
956,PHI,2020,SS,14000000
957,PHI,2021,1B,4800000
958,PHI,2021,2B,4300000
959,PHI,2021,3B,575000
960,PHI,2021,C,1100000
961,PHI,2021,CF,10928000
962,PHI,2021,LF,20000000
963,PHI,2021,OF,570500
964,PHI,2021,P,1711500
965,PHI,2021,RF,28658962
966,PHI,2021,RP,19753500
967,PHI,2021,RP/CL,1000000
968,PHI,2021,SP,51841000
969,PHI,2021,SS,29100000
970,PHI,2022,1B,8400000
971,PHI,2022,2B,15550000
972,PHI,2022,3B,715000
973,PHI,2022,C,24579500
974,PHI,2022,DH,27638462
975,PHI,2022,LF,19710000
976,PHI,2022,OF,1404000
977,PHI,2022,RF,20000000
978,PHI,2022,RP,25792000
979,PHI,2022,RP/CL,7000000
980,PHI,2022,SP,73333000
981,PHI,2022,SS,2115600
982,PHI,2023,1B,12748000
983,PHI,2023,2B,2734500
984,PHI,2023,3B,950000
985,PHI,2023,C,24616000
986,PHI,2023,CF,1454500
987,PHI,2023,LF,20950000
988,PHI,2023,OF,720000
989,PHI,2023,RF,47538462
990,PHI,2023,RP,18119000
991,PHI,2023,RP/CL,13475000
992,PHI,2023,SP,61450000
993,PHI,2023,SS,27272727
994,PIT,2020,1B,5389500
995,PIT,2020,2B,3525000
996,PIT,2020,3B,1720500
997,PIT,2020,C,2636500
998,PIT,2020,CF,1153000
999,PIT,2020,OF,1130300
1000,PIT,2020,RF,8600000
1001,PIT,2020,RP,13314500
1002,PIT,2020,RP/CL,579500
1003,PIT,2020,SP,19446500
1004,PIT,2020,SS,2573000
1005,PIT,2021,1B,2800000
1006,PIT,2021,2B,1146000
1007,PIT,2021,3B,589500
1008,PIT,2021,C,1891500
1009,PIT,2021,CF,2082000
1010,PIT,2021,LF,601000
1011,PIT,2021,OF,570500
1012,PIT,2021,RP,12183500
1013,PIT,2021,RP/CL,579000
1014,PIT,2021,SP,8146000
1015,PIT,2021,SS,3964000
1016,PIT,2022,2B,700000
1017,PIT,2022,3B,11300000
1018,PIT,2022,C,6400000
1019,PIT,2022,CF,6750000
1020,PIT,2022,DH,728400
1021,PIT,2022,LF,3200000
1022,PIT,2022,OF,700000
1023,PIT,2022,RP,10461400
1024,PIT,2022,RP/CL,715000
1025,PIT,2022,SP,3570000
1026,PIT,2022,SS,4750000
1027,PIT,2023,1B,4650000
1028,PIT,2023,2B,725000
1029,PIT,2023,3B,10720000
1030,PIT,2023,C,6440000
1031,PIT,2023,CF,8445000
1032,PIT,2023,LF,735000
1033,PIT,2023,RF,5000000
1034,PIT,2023,RP,7550000
1035,PIT,2023,RP/CL,745000
1036,PIT,2023,SP,18762500
1037,PIT,2023,SS,3600000
1038,SDP,2020,1B,23500000
1039,SDP,2020,2B,7200000
1040,SDP,2020,3B,32000000
1041,SDP,2020,C,7984300
1042,SDP,2020,CF,566800
1043,SDP,2020,LF,30400000
1044,SDP,2020,RP,36664050
1045,SDP,2020,SP,11802000
1046,SDP,2020,SS,1718800
1047,SDP,2021,1B,21000000
1048,SDP,2021,2B,4884900
1049,SDP,2021,3B,32000000
1050,SDP,2021,C,2442000
1051,SDP,2021,CF,1589200
1052,SDP,2021,LF,35733333
1053,SDP,2021,OF,570500
1054,SDP,2021,P,570500
1055,SDP,2021,RP,28790800
1056,SDP,2021,RP/CL,6000000
1057,SDP,2021,SP,48578500
1058,SDP,2021,SS,8714285
1059,SDP,2022,1B,10700000
1060,SDP,2022,2B,757200
1061,SDP,2022,3B,32900000
1062,SDP,2022,C,4151900
1063,SDP,2022,CF,729300
1064,SDP,2022,LF,7333333
1065,SDP,2022,OF,700000
1066,SDP,2022,RF,39600000
1067,SDP,2022,RP,36626000
1068,SDP,2022,RP/CL,11000000
1069,SDP,2022,SP,59975000
1070,SDP,2022,SS,7000000
1071,SDP,2023,1B,4945000
1072,SDP,2023,2B,7000000
1073,SDP,2023,3B,23590909
1074,SDP,2023,C,2942700
1075,SDP,2023,CF,3175000
1076,SDP,2023,LF,23720000
1077,SDP,2023,RF,7714286
1078,SDP,2023,RP,39211400
1079,SDP,2023,RP/CL,14100000
1080,SDP,2023,SP,78840000
1081,SDP,2023,SS,26894945
1082,SEA,2020,1B,1863500
1083,SEA,2020,2B,15498100
1084,SEA,2020,3B,20067100
1085,SEA,2020,C,2273100
1086,SEA,2020,CF,1137000
1087,SEA,2020,LF,565000
1088,SEA,2020,RF,3573800
1089,SEA,2020,RP,7206025
1090,SEA,2020,RP/CL,3730455
1091,SEA,2020,SP,20321900
1092,SEA,2020,SS,1145900
1093,SEA,2021,1B,1900000
1094,SEA,2021,2B,1745200
1095,SEA,2021,3B,19070500
1096,SEA,2021,C,2026200
1097,SEA,2021,CF,625000
1098,SEA,2021,DH,587500
1099,SEA,2021,OF,1142600
1100,SEA,2021,RF,3010000
1101,SEA,2021,RP,11614300
1102,SEA,2021,RP/CL,570500
1103,SEA,2021,SP,36192300
1104,SEA,2021,SS,2620500
1105,SEA,2022,1B,11909500
1106,SEA,2022,2B,10050000
1107,SEA,2022,3B,12016014
1108,SEA,2022,C,6077900
1109,SEA,2022,CF,2612500
1110,SEA,2022,LF,6956200
1111,SEA,2022,RF,8450000
1112,SEA,2022,RP,16024200
1113,SEA,2022,RP/CL,1735000
1114,SEA,2022,SP,35512300
1115,SEA,2022,SS,6000000
1116,SEA,2023,1B,7820000
1117,SEA,2023,2B,12083333
1118,SEA,2023,3B,11285714
1119,SEA,2023,C,2383300
1120,SEA,2023,CF,5937500
1121,SEA,2023,LF,8449400
1122,SEA,2023,OF,726700
1123,SEA,2023,P,720000
1124,SEA,2023,RF,14000000
1125,SEA,2023,RP,6020300
1126,SEA,2023,RP/CL,4100000
1127,SEA,2023,SP,42860600
1128,SEA,2023,SS,11720000
1129,SFG,2020,1B,17763500
1130,SFG,2020,2B,4941625
1131,SFG,2020,3B,15000000
1132,SFG,2020,C,2257125
1133,SFG,2020,CF,563500
1134,SFG,2020,LF,2064500
1135,SFG,2020,OF,563500
1136,SFG,2020,RF,569750
1137,SFG,2020,RP,12437356
1138,SFG,2020,SP,37319375
1139,SFG,2020,SS,16225000
1140,SFG,2021,1B,18475000
1141,SFG,2021,2B,8250000
1142,SFG,2021,3B,38000000
1143,SFG,2021,C,24202777
1144,SFG,2021,CF,1711500
1145,SFG,2021,LF,3250000
1146,SFG,2021,P,570500
1147,SFG,2021,RF,600000
1148,SFG,2021,RP,9010500
1149,SFG,2021,RP/CL,570500
1150,SFG,2021,SP,52783000
1151,SFG,2021,SS,15200000
1152,SFG,2022,1B,18400000
1153,SFG,2022,2B,715000
1154,SFG,2022,3B,24360000
1155,SFG,2022,C,1407500
1156,SFG,2022,CF,6250000
1157,SFG,2022,DH,8750000
1158,SFG,2022,LF,730000
1159,SFG,2022,OF,700000
1160,SFG,2022,RF,700000
1161,SFG,2022,RP,12596250
1162,SFG,2022,RP/CL,703750
1163,SFG,2022,SP,58830000
1164,SFG,2022,SS,17400000
1165,SFG,2023,1B,6500000
1166,SFG,2023,2B,2250000
1167,SFG,2023,3B,4930000
1168,SFG,2023,C,3940000
1169,SFG,2023,CF,6835000
1170,SFG,2023,LF,31225000
1171,SFG,2023,OF,720000
1172,SFG,2023,RF,18000000
1173,SFG,2023,RP,22088750
1174,SFG,2023,RP/CL,750000
1175,SFG,2023,SP,58100000
1176,SFG,2023,SS,16720000
1177,STL,2020,1B,26566000
1178,STL,2020,2B,12250000
1179,STL,2020,3B,18500000
1180,STL,2020,C,22000000
1181,STL,2020,CF,590100
1182,STL,2020,LF,1718700
1183,STL,2020,OF,563500
1184,STL,2020,RF,16500000
1185,STL,2020,RP,17975300
1186,STL,2020,RP/CL,569000
1187,STL,2020,SP,40879611
1188,STL,2020,SS,1666666
1189,STL,2021,1B,26000000
1190,STL,2021,2B,1737000
1191,STL,2021,3B,53550000
1192,STL,2021,C,9579200
1193,STL,2021,CF,2000000
1194,STL,2021,LF,1171800
1195,STL,2021,OF,570500
1196,STL,2021,RP,18798200
1197,STL,2021,RP/CL,582300
1198,STL,2021,SP,55516200
1199,STL,2021,SS,4742566
1200,STL,2022,1B,26300000
1201,STL,2022,3B,35075000
1202,STL,2022,C,10718300
1203,STL,2022,CF,700000
1204,STL,2022,DH,3300000
1205,STL,2022,LF,9100000
1206,STL,2022,OF,1405200
1207,STL,2022,RF,703000
1208,STL,2022,RP,22011850
1209,STL,2022,RP/CL,722450
1210,STL,2022,SP,47950000
1211,STL,2022,SS,6889566
1212,STL,2023,1B,26000000
1213,STL,2023,2B,728600
1214,STL,2023,3B,36471950
1215,STL,2023,C,11100000
1216,STL,2023,CF,1474800
1217,STL,2023,LF,4950000
1218,STL,2023,RF,721450
1219,STL,2023,RP,17935250
1220,STL,2023,RP/CL,2150000
1221,STL,2023,SP,66276466
1222,STL,2023,SS,14141668
1223,TBR,2020,1B,850000
1224,TBR,2020,2B,2075600
1225,TBR,2020,3B,1140100
1226,TBR,2020,C,5641600
1227,TBR,2020,CF,12641666
1228,TBR,2020,LF,578900
1229,TBR,2020,OF,563500
1230,TBR,2020,RF,3300000
1231,TBR,2020,RP,10566000
1232,TBR,2020,RP/CL,1137800
1233,TBR,2020,SP,25792000
1234,TBR,2020,SS,579500
1235,TBR,2021,1B,2450000
1236,TBR,2021,2B,2500000
1237,TBR,2021,3B,2838900
1238,TBR,2021,C,2586300
1239,TBR,2021,CF,11666666
1240,TBR,2021,DH,13591400
1241,TBR,2021,LF,581200
1242,TBR,2021,RF,3984400
1243,TBR,2021,RP,14850200
1244,TBR,2021,RP/CL,1154300
1245,TBR,2021,SP,19257000
1246,TBR,2021,SS,570500
1247,TBR,2022,1B,3900000
1248,TBR,2022,2B,4700000
1249,TBR,2022,3B,3500000
1250,TBR,2022,C,9855000
1251,TBR,2022,CF,13570668
1252,TBR,2022,LF,8866600
1253,TBR,2022,RF,6328000
1254,TBR,2022,RP,14936400
1255,TBR,2022,RP/CL,714400
1256,TBR,2022,SP,25723000
1257,TBR,2022,SS,2158545
1258,TBR,2023,1B,6000000
1259,TBR,2023,2B,5970000
1260,TBR,2023,3B,735000
1261,TBR,2023,C,4225000
1262,TBR,2023,CF,1453900
1263,TBR,2023,LF,4150000
1264,TBR,2023,RF,9923200
1265,TBR,2023,RP,11581600
1266,TBR,2023,RP/CL,3666666
1267,TBR,2023,SP,23997300
1268,TBR,2023,SS,3182145
1269,TEX,2020,1B,588000
1270,TEX,2020,2B,10473833
1271,TEX,2020,3B,1150500
1272,TEX,2020,C,4129000
1273,TEX,2020,CF,3600000
1274,TEX,2020,DH,21000000
1275,TEX,2020,LF,577000
1276,TEX,2020,OF,563500
1277,TEX,2020,RF,4400000
1278,TEX,2020,RP,15551000
1279,TEX,2020,SP,50080388
1280,TEX,2020,SS,16952000
1281,TEX,2021,1B,1181000
1282,TEX,2021,2B,3820500
1283,TEX,2021,3B,586000
1284,TEX,2021,C,1158000
1285,TEX,2021,CF,574000
1286,TEX,2021,DH,593000
1287,TEX,2021,OF,1722500
1288,TEX,2021,P,1141000
1289,TEX,2021,RP,10945500
1290,TEX,2021,SP,12868250
1291,TEX,2021,SS,2570500
1292,TEX,2022,1B,716000
1293,TEX,2022,2B,25700000
1294,TEX,2022,3B,3150000
1295,TEX,2022,C,5449000
1296,TEX,2022,CF,700000
1297,TEX,2022,LF,11920000
1298,TEX,2022,OF,1414000
1299,TEX,2022,RF,714000
1300,TEX,2022,RP,15511000
1301,TEX,2022,SP,21814000
1302,TEX,2022,SS,33000000
1303,TEX,2023,1B,4050000
1304,TEX,2023,2B,30724170
1305,TEX,2023,3B,721485
1306,TEX,2023,C,5365660
1307,TEX,2023,CF,733445
1308,TEX,2023,LF,1250000
1309,TEX,2023,OF,724305
1310,TEX,2023,RF,2747760
1311,TEX,2023,RP,25721290
1312,TEX,2023,RP/CL,1500000
1313,TEX,2023,SP,139279628
1314,TEX,2023,SS,36227095
1315,TOR,2020,1B,4737600
1316,TOR,2020,2B,3426600
1317,TOR,2020,3B,579300
1318,TOR,2020,C,1144400
1319,TOR,2020,CF,21769000
1320,TOR,2020,DH,602200
1321,TOR,2020,LF,2928571
1322,TOR,2020,P,563500
1323,TOR,2020,RF,579600
1324,TOR,2020,RP,19273600
1325,TOR,2020,RP/CL,567800
1326,TOR,2020,SP,58773270
1327,TOR,2020,SS,570000
1328,TOR,2021,1B,605400
1329,TOR,2021,2B,1174500
1330,TOR,2021,C,1745800
1331,TOR,2021,CF,25166666
1332,TOR,2021,DH,4325000
1333,TOR,2021,LF,13428571
1334,TOR,2021,RF,10333333
1335,TOR,2021,RP,12184300
1336,TOR,2021,RP/CL,4084000
1337,TOR,2021,SP,43532800
1338,TOR,2021,SS,19158300
1339,TOR,2022,1B,7900000
1340,TOR,2022,2B,9846050
1341,TOR,2022,3B,12500000
1342,TOR,2022,C,3364000
1343,TOR,2022,CF,31666666
1344,TOR,2022,DH,10650000
1345,TOR,2022,LF,4928571
1346,TOR,2022,RF,3950000
1347,TOR,2022,RP,33938700
1348,TOR,2022,RP/CL,710400
1349,TOR,2022,SP,56234285
1350,TOR,2022,SS,2225200
1351,TOR,2023,1B,23800000
1352,TOR,2023,2B,9550000
1353,TOR,2023,3B,14600000
1354,TOR,2023,C,4267300
1355,TOR,2023,CF,9000000
1356,TOR,2023,LF,3050000
1357,TOR,2023,RF,25566666
1358,TOR,2023,RP,19663000
1359,TOR,2023,RP/CL,4537500
1360,TOR,2023,SP,86459945
1361,TOR,2023,SS,3933333
1362,WSN,2020,1B,3000000
1363,WSN,2020,2B,12127000
1364,WSN,2020,3B,3249700
1365,WSN,2020,C,10000000
1366,WSN,2020,CF,3917800
1367,WSN,2020,LF,629400
1368,WSN,2020,OF,1127000
1369,WSN,2020,RF,9500000
1370,WSN,2020,RP,24285900
1371,WSN,2020,RP/CL,5711648
1372,WSN,2020,SP,101025237
1373,WSN,2020,SS,8013500
1374,WSN,2021,1B,7350000
1375,WSN,2021,3B,570500
1376,WSN,2021,C,2641000
1377,WSN,2021,CF,570500
1378,WSN,2021,OF,1151700
1379,WSN,2021,P,1141000
1380,WSN,2021,RF,9500000
1381,WSN,2021,RP,13549700
1382,WSN,2021,RP/CL,582400
1383,WSN,2021,SP,63778166
1384,WSN,2021,SS,2141000
1385,WSN,2022,1B,700000
1386,WSN,2022,2B,5200000
1387,WSN,2022,3B,713400
1388,WSN,2022,C,2808000
1389,WSN,2022,CF,3075300
1390,WSN,2022,DH,17450000
1391,WSN,2022,LF,714000
1392,WSN,2022,OF,700000
1393,WSN,2022,RP,18870400
1394,WSN,2022,RP/CL,725900
1395,WSN,2022,SP,68486366
1396,WSN,2022,SS,1400000
1397,WSN,2023,1B,2723300
1398,WSN,2023,2B,2705000
1399,WSN,2023,3B,5000000
1400,WSN,2023,C,2824000
1401,WSN,2023,CF,2325000
1402,WSN,2023,LF,3691800
1403,WSN,2023,RF,2200000
1404,WSN,2023,RP,11309400
1405,WSN,2023,RP/CL,2325000
1406,WSN,2023,SP,69030166
1407,WSN,2023,SS,724200
